Date,Was_rainy
2022-08-23,False
2022-08-22,True
2022-06-20,True
2022-04-05,False
2022-09-03,False
2022-05-26,True
2022-01-28,False
2022-09-18,False
2022-03-09,False
2022-09-16,True
2022-09-09,True
2022-08-05,True
2022-05-10,True
2022-09-26,False
2022-02-21,False
2022-02-08,True
2022-08-21,False
2022-02-09,True
2022-01-21,False
2022-05-28,False
2022-07-27,True
2022-03-02,True
2022-07-02,True
2022-01-09,True
2022-03-14,False
2022-06-07,True
2022-05-21,False
2022-02-14,True
2022-08-13,False
2022-08-20,False
2022-06-30,True
2022-09-28,True
2022-05-08,False
2022-05-14,False
2022-01-29,False
2022-08-14,True
2022-04-07,False
2022-05-19,True
2022-07-29,True
2022-03-05,True
2022-02-16,True
2022-07-15,True
2022-06-08,True
2022-03-07,True
2022-02-23,False
2022-05-24,False
2022-08-29,False
2022-01-19,True
2022-01-07,False
2022-02-03,False
2022-07-14,True
2022-08-12,True
2022-01-02,True
2022-02-27,False
2022-02-02,False
2022-08-20,False
2022-08-07,False
2022-05-21,True
2022-02-09,False
2022-03-26,True
2022-06-19,True
2022-05-16,False
2022-08-16,False
2022-06-18,True
2022-06-15,False
2022-05-09,True
2022-07-06,True
2022-05-03,False
2022-01-21,True
2022-03-13,False
2022-05-28,False
2022-08-10,True
2022-07-08,True
2022-03-12,False
2022-01-21,False
2022-04-12,False
2022-06-28,False
2022-08-18,True
2022-09-28,True
2022-08-17,False
2022-04-24,False
2022-04-26,False
2022-07-23,False
2022-09-25,True
2022-07-15,True
2022-06-22,False
2022-01-27,False
2022-07-09,False
2022-01-21,True
2022-06-10,False
2022-08-19,False
2022-07-20,False
2022-09-04,False
2022-03-20,False
2022-04-13,False
2022-03-13,True
2022-04-21,False
2022-07-31,True
2022-04-07,False
2022-01-20,False
